RECORDING_SESSION_LABEL,TRIAL_INDEX,CURRENT_FIX_DURATION,CURRENT_FIX_PUPIL,CURRENT_FIX_START,CURRENT_FIX_END,CURRENT_FIX_X,CURRENT_FIX_Y,EYE_USED,NEXT_SAC_DURATION,TRIAL_FIXATION_TOTAL,TRIAL_START_TIME,VIDEO_FRAME_INDEX_START,VIDEO_NAME_START,IP_START_TIME,IP_END_TIME,__duration__1,audio,image
Sundar,1,188,492,40324,40508,346.3,551.7,RIGHT,40,216,10521986,1207,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,460,459,40552,41008,324.2,323.7,RIGHT,32,216,10521986,1214,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,288,474,41044,41328,334.3,475.6,RIGHT,36,216,10521986,1229,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,176,487,41368,41540,162.3,525.2,RIGHT,48,216,10521986,1239,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,212,455,41592,41800,256.7,245.9,RIGHT,140,216,10521986,1245,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,160,440,41944,42100,363.8,236.1,RIGHT,148,216,10521986,1256,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,420,511,42252,42668,410,268.2,RIGHT,32,216,10521986,1265,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,320,502,42704,43020,290.7,319.8,RIGHT,24,216,10521986,1279,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,348,446,43048,43392,304.9,240.1,RIGHT,28,216,10521986,1289,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,604,454,43424,44024,239.3,253.5,RIGHT,20,216,10521986,1300,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,384,460,44048,44428,288.4,255.7,RIGHT,28,216,10521986,1319,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,280,444,44460,44736,356.2,162.8,RIGHT,140,216,10521986,1331,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,260,467,44880,45136,296.4,214.8,RIGHT,32,216,10521986,1344,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,244,528,45172,45412,227.1,291.8,RIGHT,16,216,10521986,1353,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,140,522,45432,45568,250.7,270.6,RIGHT,32,216,10521986,1361,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,384,505,45604,45984,360.5,185.3,RIGHT,36,216,10521986,1366,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,396,493,46024,46416,294.4,357.3,RIGHT,24,216,10521986,1378,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,292,485,46444,46732,350.6,358.3,RIGHT,36,216,10521986,1391,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,620,475,46772,47388,353,174.5,RIGHT,52,216,10521986,1401,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,252,499,47444,47692,249.6,532.7,RIGHT,32,216,10521986,1421,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,136,484,47728,47860,182.9,358.6,RIGHT,28,216,10521986,1430,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,108,460,47892,47996,220.1,176.2,RIGHT,132,216,10521986,1434,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,384,458,48132,48512,388.6,179.8,RIGHT,36,216,10521986,1442,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,160,539,48552,48708,305.8,315.1,RIGHT,24,216,10521986,1454,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,232,530,48736,48964,347.3,237.8,RIGHT,20,216,10521986,1460,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,392,490,48988,49376,346.7,177.8,RIGHT,28,216,10521986,1467,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,152,514,49408,49556,271.3,239.9,RIGHT,36,216,10521986,1480,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,184,516,49596,49776,454.6,210.2,RIGHT,116,216,10521986,1486,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,388,448,49896,50280,623.2,194.2,RIGHT,48,216,10521986,1495,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,204,486,50332,50532,316.5,227.1,RIGHT,52,216,10521986,1508,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,292,494,50588,50876,667.5,210.1,RIGHT,32,216,10521986,1515,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,244,508,50912,51152,550.8,256.5,RIGHT,48,216,10521986,1525,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,200,526,51204,51400,297,240.6,RIGHT,48,216,10521986,1534,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,264,498,51452,51712,632.7,261.1,RIGHT,140,216,10521986,1541,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,140,472,51856,51992,615.3,336.8,RIGHT,52,216,10521986,1553,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,140,530,52048,52184,248.7,290.8,RIGHT,56,216,10521986,1559,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,292,482,52244,52532,735.4,290.2,RIGHT,60,216,10521986,1565,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,192,507,52596,52784,343,230.2,RIGHT,24,216,10521986,1576,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,452,486,52812,53260,338,169,RIGHT,52,216,10521986,1582,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,240,464,53316,53552,746.2,186.4,RIGHT,52,216,10521986,1597,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,296,485,53608,53900,345.9,212.4,RIGHT,124,216,10521986,1606,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,332,492,54028,54356,375.1,569.7,RIGHT,24,216,10521986,1619,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
Sundar,1,148,516,54384,54528,303.4,524.3,RIGHT,36,216,10521986,1629,HandS.mp4,10521986,10593103,71000,HandSX.wav,HandS.mp4
