RECORDING_SESSION_LABEL,TRIAL_INDEX,CURRENT_FIX_DURATION,CURRENT_FIX_PUPIL,CURRENT_FIX_START,CURRENT_FIX_END,CURRENT_FIX_X,CURRENT_FIX_Y,EYE_USED,NEXT_SAC_DURATION,TRIAL_FIXATION_TOTAL,TRIAL_START_TIME,VIDEO_FRAME_INDEX_START,VIDEO_NAME_START,IP_START_TIME,IP_END_TIME,__duration__1
Brendan,2,484,276,15452,15932,463.9,424.2,RIGHT,32,189,9753766,461,PBJ.mp4,9753766,9840891,87000
Brendan,2,368,266,15968,16332,542.3,561.6,RIGHT,20,189,9753766,477,PBJ.mp4,9753766,9840891,87000
Brendan,2,1260,251,16356,17612,523.2,607.2,RIGHT,20,189,9753766,488,PBJ.mp4,9753766,9840891,87000
Brendan,2,208,241,17636,17840,546.4,619.3,RIGHT,52,189,9753766,527,PBJ.mp4,9753766,9840891,87000
Brendan,2,256,257,17896,18148,427.4,303.1,RIGHT,52,189,9753766,535,PBJ.mp4,9753766,9840891,87000
Brendan,2,204,262,18204,18404,191.8,598.9,RIGHT,24,189,9753766,544,PBJ.mp4,9753766,9840891,87000
Brendan,2,484,269,18432,18912,148.1,622.8,RIGHT,56,189,9753766,551,PBJ.mp4,9753766,9840891,87000
Brendan,2,424,237,18972,19392,461.4,605.3,RIGHT,52,189,9753766,567,PBJ.mp4,9753766,9840891,87000
Brendan,2,464,260,19448,19908,373.2,503.1,RIGHT,24,189,9753766,581,PBJ.mp4,9753766,9840891,87000
Brendan,2,272,246,19936,20204,481.8,487.5,RIGHT,24,189,9753766,596,PBJ.mp4,9753766,9840891,87000
Brendan,2,456,237,20232,20684,443.4,476.4,RIGHT,44,189,9753766,605,PBJ.mp4,9753766,9840891,87000
Brendan,2,452,230,20732,21180,200.9,632.2,RIGHT,48,189,9753766,620,PBJ.mp4,9753766,9840891,87000
Brendan,2,272,205,21232,21500,442,597.4,RIGHT,44,189,9753766,635,PBJ.mp4,9753766,9840891,87000
Brendan,2,308,207,21548,21852,216.5,637.2,RIGHT,56,189,9753766,644,PBJ.mp4,9753766,9840891,87000
Brendan,2,1732,213,21912,23640,613.4,494.1,RIGHT,140,189,9753766,655,PBJ.mp4,9753766,9840891,87000
Brendan,2,352,143,23784,24132,-70.7,1252.5,RIGHT,76,189,9753766,711,PBJ.mp4,9753766,9840891,87000
Brendan,2,128,233,24212,24336,454.5,560.5,RIGHT,32,189,9753766,724,PBJ.mp4,9753766,9840891,87000
Brendan,2,192,246,24372,24560,562.4,510.6,RIGHT,16,189,9753766,729,PBJ.mp4,9753766,9840891,87000
Brendan,2,236,247,24580,24812,529,502,RIGHT,28,189,9753766,735,PBJ.mp4,9753766,9840891,87000
Brendan,2,176,234,24844,25016,570.9,494.8,RIGHT,20,189,9753766,743,PBJ.mp4,9753766,9840891,87000
Brendan,2,368,230,25040,25404,518.2,491.4,RIGHT,24,189,9753766,749,PBJ.mp4,9753766,9840891,87000
Brendan,2,584,213,25432,26012,559.5,482.5,RIGHT,20,189,9753766,761,PBJ.mp4,9753766,9840891,87000
Brendan,2,128,203,26036,26160,523.9,473.9,RIGHT,24,189,9753766,779,PBJ.mp4,9753766,9840891,87000
Brendan,2,92,201,26188,26276,579.8,469.9,RIGHT,20,189,9753766,783,PBJ.mp4,9753766,9840891,87000
Brendan,2,396,196,26300,26692,549,456,RIGHT,24,189,9753766,787,PBJ.mp4,9753766,9840891,87000
Brendan,2,140,195,26720,26856,506.7,472.2,RIGHT,20,189,9753766,799,PBJ.mp4,9753766,9840891,87000
Brendan,2,360,196,26880,27236,542.3,494.6,RIGHT,20,189,9753766,804,PBJ.mp4,9753766,9840891,87000
Brendan,2,48,192,27260,27304,492.7,501.1,RIGHT,28,189,9753766,816,PBJ.mp4,9753766,9840891,87000
Brendan,2,580,198,27336,27912,425.8,474.2,RIGHT,120,189,9753766,818,PBJ.mp4,9753766,9840891,87000
Brendan,2,48,185,28036,28080,817.5,387.3,RIGHT,24,189,9753766,839,PBJ.mp4,9753766,9840891,87000
Brendan,2,24,186,28108,28128,881.7,391.7,RIGHT,20,189,9753766,841,PBJ.mp4,9753766,9840891,87000
Brendan,2,124,189,28152,28272,799.5,363.6,RIGHT,28,189,9753766,842,PBJ.mp4,9753766,9840891,87000
Brendan,2,116,194,28304,28416,887.9,343.5,RIGHT,72,189,9753766,847,PBJ.mp4,9753766,9840891,87000
Brendan,2,116,191,28492,28604,710.9,282.3,RIGHT,24,189,9753766,853,PBJ.mp4,9753766,9840891,87000
Brendan,2,84,194,28632,28712,471.7,239.7,RIGHT,16,189,9753766,857,PBJ.mp4,9753766,9840891,87000
Brendan,2,72,196,28732,28800,481.3,235.2,RIGHT,24,189,9753766,860,PBJ.mp4,9753766,9840891,87000
Brendan,2,916,204,28828,29740,381.1,483.3,RIGHT,16,189,9753766,863,PBJ.mp4,9753766,9840891,87000
Brendan,2,132,234,29760,29888,402.3,525.7,RIGHT,24,189,9753766,891,PBJ.mp4,9753766,9840891,87000
Brendan,2,88,206,29916,30000,456.6,568.5,RIGHT,16,189,9753766,895,PBJ.mp4,9753766,9840891,87000
Brendan,2,428,222,30020,30444,424.4,574.1,RIGHT,16,189,9753766,898,PBJ.mp4,9753766,9840891,87000
Brendan,2,356,222,30464,30816,446.2,329.8,RIGHT,16,189,9753766,912,PBJ.mp4,9753766,9840891,87000
Brendan,2,812,194,30836,31644,441.2,299.1,RIGHT,1564,189,9753766,923,PBJ.mp4,9753766,9840891,87000
Brendan,2,156,245,33212,33364,635.8,261.6,RIGHT,48,189,9753766,994,PBJ.mp4,9753766,9840891,87000
Brendan,2,128,290,33416,33540,565.3,441.5,RIGHT,32,189,9753766,1000,PBJ.mp4,9753766,9840891,87000
Brendan,2,264,216,33576,33836,447.6,610.2,RIGHT,28,189,9753766,1005,PBJ.mp4,9753766,9840891,87000
Brendan,2,512,206,33868,34376,414.8,667.7,RIGHT,20,189,9753766,1014,PBJ.mp4,9753766,9840891,87000
Brendan,2,564,237,34400,34960,451.9,672.7,RIGHT,20,189,9753766,1030,PBJ.mp4,9753766,9840891,87000
Brendan,2,240,272,34984,35220,399.4,663.4,RIGHT,20,189,9753766,1047,PBJ.mp4,9753766,9840891,87000
Brendan,2,132,257,35244,35372,441.2,669.2,RIGHT,20,189,9753766,1055,PBJ.mp4,9753766,9840891,87000
Brendan,2,156,261,35396,35548,401.7,668.4,RIGHT,24,189,9753766,1060,PBJ.mp4,9753766,9840891,87000
Brendan,2,84,246,35576,35656,473.9,638.9,RIGHT,20,189,9753766,1065,PBJ.mp4,9753766,9840891,87000
Brendan,2,52,266,35680,35728,520.5,628.5,RIGHT,20,189,9753766,1068,PBJ.mp4,9753766,9840891,87000
Brendan,2,88,314,35752,35836,535.8,500.6,RIGHT,28,189,9753766,1070,PBJ.mp4,9753766,9840891,87000
Brendan,2,84,300,35868,35948,423.2,554.8,RIGHT,20,189,9753766,1074,PBJ.mp4,9753766,9840891,87000
Brendan,2,92,240,35972,36060,469.3,591.9,RIGHT,24,189,9753766,1077,PBJ.mp4,9753766,9840891,87000
Brendan,2,252,239,36088,36336,412.6,629.8,RIGHT,24,189,9753766,1080,PBJ.mp4,9753766,9840891,87000
Brendan,2,716,241,36364,37076,415.2,671.8,RIGHT,184,189,9753766,1089,PBJ.mp4,9753766,9840891,87000
Brendan,2,188,424,37264,37448,376.4,643.1,RIGHT,28,189,9753766,1116,PBJ.mp4,9753766,9840891,87000
Brendan,2,360,435,37480,37836,420.2,667.6,RIGHT,20,189,9753766,1122,PBJ.mp4,9753766,9840891,87000
Brendan,2,624,447,37860,38480,380.2,670.7,RIGHT,196,189,9753766,1134,PBJ.mp4,9753766,9840891,87000
Brendan,2,532,507,38680,39208,414,692.1,RIGHT,24,189,9753766,1158,PBJ.mp4,9753766,9840891,87000
Brendan,2,160,349,39236,39392,460.4,648.1,RIGHT,280,189,9753766,1175,PBJ.mp4,9753766,9840891,87000
Brendan,2,140,333,39676,39812,435.7,499.3,RIGHT,752,189,9753766,1188,PBJ.mp4,9753766,9840891,87000
Brendan,2,740,359,40568,41304,397.6,583.9,RIGHT,400,189,9753766,1215,PBJ.mp4,9753766,9840891,87000
Brendan,2,260,496,41708,41964,397.1,576,RIGHT,36,189,9753766,1249,PBJ.mp4,9753766,9840891,87000
Brendan,2,404,410,42004,42404,291.6,569.8,RIGHT,32,189,9753766,1258,PBJ.mp4,9753766,9840891,87000
Brendan,2,132,393,42440,42568,191,570.5,RIGHT,16,189,9753766,1271,PBJ.mp4,9753766,9840891,87000
Brendan,2,68,377,42588,42652,179.2,555.7,RIGHT,52,189,9753766,1275,PBJ.mp4,9753766,9840891,87000
Brendan,2,148,344,42708,42852,481.9,543.7,RIGHT,24,189,9753766,1279,PBJ.mp4,9753766,9840891,87000
Brendan,2,312,346,42880,43188,466.7,461.9,RIGHT,208,189,9753766,1284,PBJ.mp4,9753766,9840891,87000
Brendan,2,1004,318,43400,44400,504.4,546.8,RIGHT,24,189,9753766,1300,PBJ.mp4,9753766,9840891,87000
Brendan,2,140,294,44428,44564,448.9,519.5,RIGHT,56,189,9753766,1331,PBJ.mp4,9753766,9840891,87000
Brendan,2,108,287,44624,44728,509.1,363.4,RIGHT,28,189,9753766,1337,PBJ.mp4,9753766,9840891,87000
Brendan,2,488,283,44760,45244,475.8,257.2,RIGHT,16,189,9753766,1341,PBJ.mp4,9753766,9840891,87000
Brendan,2,52,294,45264,45312,509.6,240.4,RIGHT,16,189,9753766,1356,PBJ.mp4,9753766,9840891,87000
Brendan,2,636,255,45332,45964,464.2,267.5,RIGHT,24,189,9753766,1358,PBJ.mp4,9753766,9840891,87000
Brendan,2,440,248,45992,46428,385.9,267.5,RIGHT,60,189,9753766,1378,PBJ.mp4,9753766,9840891,87000
Brendan,2,204,241,46492,46692,349.1,566.8,RIGHT,20,189,9753766,1393,PBJ.mp4,9753766,9840891,87000
Brendan,2,288,243,46716,47000,346.1,644.3,RIGHT,28,189,9753766,1399,PBJ.mp4,9753766,9840891,87000
Brendan,2,196,248,47032,47224,239.7,646.7,RIGHT,16,189,9753766,1409,PBJ.mp4,9753766,9840891,87000
Brendan,2,168,254,47244,47408,242.1,669.9,RIGHT,56,189,9753766,1415,PBJ.mp4,9753766,9840891,87000
Brendan,2,276,242,47468,47740,618,640.7,RIGHT,36,189,9753766,1422,PBJ.mp4,9753766,9840891,87000
Brendan,2,148,246,47780,47924,740,695.3,RIGHT,60,189,9753766,1431,PBJ.mp4,9753766,9840891,87000
Brendan,2,220,282,47988,48204,251.8,570.1,RIGHT,28,189,9753766,1437,PBJ.mp4,9753766,9840891,87000
Brendan,2,560,303,48236,48792,301.8,497.8,RIGHT,24,189,9753766,1445,PBJ.mp4,9753766,9840891,87000
Brendan,2,1036,351,48820,49852,368.8,466.2,RIGHT,28,189,9753766,1462,PBJ.mp4,9753766,9840891,87000
Brendan,2,120,336,49884,50000,358.3,580.8,RIGHT,24,189,9753766,1494,PBJ.mp4,9753766,9840891,87000
Brendan,2,424,301,50028,50448,400.2,642.8,RIGHT,24,189,9753766,1499,PBJ.mp4,9753766,9840891,87000
Brendan,2,284,257,50476,50756,443.3,632.8,RIGHT,40,189,9753766,1512,PBJ.mp4,9753766,9840891,87000
Brendan,2,236,255,50800,51032,346.2,462.8,RIGHT,24,189,9753766,1522,PBJ.mp4,9753766,9840891,87000
Brendan,2,92,241,51060,51148,400.2,469.3,RIGHT,20,189,9753766,1530,PBJ.mp4,9753766,9840891,87000
Brendan,2,116,237,51172,51284,341.9,454.3,RIGHT,20,189,9753766,1533,PBJ.mp4,9753766,9840891,87000
Brendan,2,180,230,51308,51484,387.4,464.3,RIGHT,20,189,9753766,1537,PBJ.mp4,9753766,9840891,87000
Brendan,2,184,227,51508,51688,357.1,455.7,RIGHT,24,189,9753766,1543,PBJ.mp4,9753766,9840891,87000
Brendan,2,644,219,51716,52356,403.5,293.3,RIGHT,20,189,9753766,1549,PBJ.mp4,9753766,9840891,87000
Brendan,2,136,213,52380,52512,487.7,273.1,RIGHT,108,189,9753766,1569,PBJ.mp4,9753766,9840891,87000
Brendan,2,192,241,52624,52812,425.9,220.1,RIGHT,24,189,9753766,1577,PBJ.mp4,9753766,9840891,87000
Brendan,2,84,214,52840,52920,483.1,246,RIGHT,20,189,9753766,1583,PBJ.mp4,9753766,9840891,87000
Brendan,2,352,222,52944,53292,388.3,289.1,RIGHT,16,189,9753766,1586,PBJ.mp4,9753766,9840891,87000
Brendan,2,144,269,53312,53452,326.7,308.2,RIGHT,24,189,9753766,1597,PBJ.mp4,9753766,9840891,87000
Brendan,2,412,256,53480,53888,186.5,426.6,RIGHT,24,189,9753766,1602,PBJ.mp4,9753766,9840891,87000
Brendan,2,84,243,53916,53996,249.2,487.2,RIGHT,24,189,9753766,1615,PBJ.mp4,9753766,9840891,87000
Brendan,2,140,247,54024,54160,368.6,512.1,RIGHT,16,189,9753766,1619,PBJ.mp4,9753766,9840891,87000
Brendan,2,248,240,54180,54424,392.6,547.1,RIGHT,24,189,9753766,1623,PBJ.mp4,9753766,9840891,87000
Brendan,2,372,250,54452,54820,420.5,487.7,RIGHT,16,189,9753766,1631,PBJ.mp4,9753766,9840891,87000
Brendan,2,300,250,54840,55136,457.1,471.2,RIGHT,196,189,9753766,1643,PBJ.mp4,9753766,9840891,87000
Brendan,2,204,278,55336,55536,423.3,499.8,RIGHT,24,189,9753766,1658,PBJ.mp4,9753766,9840891,87000
Brendan,2,2028,278,55564,57588,465.6,499.5,RIGHT,16,189,9753766,1665,PBJ.mp4,9753766,9840891,87000
Brendan,2,308,225,57608,57912,493.7,514.1,RIGHT,16,189,9753766,1726,PBJ.mp4,9753766,9840891,87000
Brendan,2,816,201,57932,58744,479.8,524.2,RIGHT,16,189,9753766,1736,PBJ.mp4,9753766,9840891,87000
Brendan,2,312,210,58764,59072,539.4,461,RIGHT,24,189,9753766,1761,PBJ.mp4,9753766,9840891,87000
Brendan,2,288,240,59100,59384,365.3,396.2,RIGHT,16,189,9753766,1771,PBJ.mp4,9753766,9840891,87000
Brendan,2,68,262,59404,59468,309.4,424.4,RIGHT,16,189,9753766,1780,PBJ.mp4,9753766,9840891,87000
Brendan,2,56,258,59488,59540,377,390.9,RIGHT,16,189,9753766,1782,PBJ.mp4,9753766,9840891,87000
Brendan,2,584,226,59560,60140,497,433.4,RIGHT,16,189,9753766,1785,PBJ.mp4,9753766,9840891,87000
Brendan,2,68,93,60160,60224,377.2,586.7,RIGHT,16,189,9753766,1803,PBJ.mp4,9753766,9840891,87000
Brendan,2,160,59,60244,60400,240.5,587.4,RIGHT,896,189,9753766,1805,PBJ.mp4,9753766,9840891,87000
Brendan,2,28,441,61300,61324,650.5,395,RIGHT,16,189,9753766,1837,PBJ.mp4,9753766,9840891,87000
Brendan,2,32,532,61344,61372,672.9,337.9,RIGHT,64,189,9753766,1838,PBJ.mp4,9753766,9840891,87000
Brendan,2,56,383,61440,61492,653.5,647.9,RIGHT,44,189,9753766,1841,PBJ.mp4,9753766,9840891,87000
Brendan,2,192,352,61540,61728,560.2,693,RIGHT,24,189,9753766,1844,PBJ.mp4,9753766,9840891,87000
Brendan,2,1056,416,61756,62808,484.3,699.8,RIGHT,24,189,9753766,1851,PBJ.mp4,9753766,9840891,87000
Brendan,2,244,521,62836,63076,474.1,691.5,RIGHT,28,189,9753766,1883,PBJ.mp4,9753766,9840891,87000
Brendan,2,816,411,63108,63920,541.2,601.9,RIGHT,124,189,9753766,1891,PBJ.mp4,9753766,9840891,87000
Brendan,2,1660,366,64048,65704,466.5,616,RIGHT,44,189,9753766,1919,PBJ.mp4,9753766,9840891,87000
Brendan,2,472,343,65752,66220,301.2,627.2,RIGHT,36,189,9753766,1970,PBJ.mp4,9753766,9840891,87000
Brendan,2,752,323,66260,67008,438.4,623.4,RIGHT,20,189,9753766,1986,PBJ.mp4,9753766,9840891,87000
Brendan,2,388,298,67032,67416,483,603.3,RIGHT,24,189,9753766,2009,PBJ.mp4,9753766,9840891,87000
Brendan,2,204,294,67444,67644,519.1,572.1,RIGHT,24,189,9753766,2021,PBJ.mp4,9753766,9840891,87000
Brendan,2,352,288,67672,68020,484.6,562.2,RIGHT,24,189,9753766,2028,PBJ.mp4,9753766,9840891,87000
Brendan,2,440,279,68048,68484,491.3,525.6,RIGHT,236,189,9753766,2039,PBJ.mp4,9753766,9840891,87000
Brendan,2,88,330,68724,68808,519.6,206.9,RIGHT,32,189,9753766,2060,PBJ.mp4,9753766,9840891,87000
Brendan,2,52,392,68844,68892,412.7,137.2,RIGHT,244,189,9753766,2063,PBJ.mp4,9753766,9840891,87000
Brendan,2,52,602,69140,69188,400.7,250.8,RIGHT,16,189,9753766,2072,PBJ.mp4,9753766,9840891,87000
Brendan,2,68,583,69208,69272,414.7,278.3,RIGHT,1188,189,9753766,2074,PBJ.mp4,9753766,9840891,87000
Brendan,2,300,559,70464,70760,432.8,439.2,RIGHT,40,189,9753766,2112,PBJ.mp4,9753766,9840891,87000
Brendan,2,780,294,70804,71580,444.3,214.6,RIGHT,300,189,9753766,2122,PBJ.mp4,9753766,9840891,87000
Brendan,2,120,312,71884,72000,435.8,390.8,RIGHT,416,189,9753766,2154,PBJ.mp4,9753766,9840891,87000
Brendan,2,308,325,72420,72724,539.2,350.3,RIGHT,92,189,9753766,2170,PBJ.mp4,9753766,9840891,87000
Brendan,2,124,311,72820,72940,440.7,371.5,RIGHT,80,189,9753766,2182,PBJ.mp4,9753766,9840891,87000
Brendan,2,916,306,73024,73936,456.3,422.5,RIGHT,660,189,9753766,2189,PBJ.mp4,9753766,9840891,87000
Brendan,2,336,266,74600,74932,453.8,398.1,RIGHT,28,189,9753766,2236,PBJ.mp4,9753766,9840891,87000
Brendan,2,52,273,74964,75012,445.8,398.6,RIGHT,28,189,9753766,2247,PBJ.mp4,9753766,9840891,87000
Brendan,2,36,266,75044,75076,448.2,386.8,RIGHT,344,189,9753766,2249,PBJ.mp4,9753766,9840891,87000
Brendan,2,88,246,75424,75508,445.9,404.7,RIGHT,24,189,9753766,2261,PBJ.mp4,9753766,9840891,87000
Brendan,2,636,217,75536,76168,443.7,464.9,RIGHT,700,189,9753766,2264,PBJ.mp4,9753766,9840891,87000
Brendan,2,468,201,76872,77336,312.5,392.1,RIGHT,1664,189,9753766,2304,PBJ.mp4,9753766,9840891,87000
Brendan,2,2884,216,79004,81884,449.2,527.6,RIGHT,28,189,9753766,2368,PBJ.mp4,9753766,9840891,87000
Brendan,2,380,253,81916,82292,437.5,379.9,RIGHT,48,189,9753766,2455,PBJ.mp4,9753766,9840891,87000
Brendan,2,388,235,82344,82728,291.5,553.2,RIGHT,36,189,9753766,2468,PBJ.mp4,9753766,9840891,87000
Brendan,2,244,271,82768,83008,381.2,451.5,RIGHT,1368,189,9753766,2481,PBJ.mp4,9753766,9840891,87000
Brendan,2,196,290,84380,84572,418.6,517.1,RIGHT,24,189,9753766,2529,PBJ.mp4,9753766,9840891,87000
Brendan,2,436,309,84600,85032,432.7,435.3,RIGHT,52,189,9753766,2536,PBJ.mp4,9753766,9840891,87000
Brendan,2,948,277,85088,86032,458.3,188.8,RIGHT,16,189,9753766,2551,PBJ.mp4,9753766,9840891,87000
Brendan,2,312,254,86052,86360,438,159.4,RIGHT,60,189,9753766,2579,PBJ.mp4,9753766,9840891,87000
Brendan,2,276,242,86424,86696,388.2,472.1,RIGHT,44,189,9753766,2591,PBJ.mp4,9753766,9840891,87000
Brendan,2,380,272,86744,87120,435.6,209.9,RIGHT,.,189,9753766,2600,PBJ.mp4,9753766,9840891,87000
